,track_id,artist,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
2469,6BIzzDdmzpQujSTAAkuPtG,Broken Bells,"['alternative dance', 'alternative rock', 'indie rock', 'indietronica', 'la indie', 'modern rock', 'new rave', 'rock']",0.28,0.782,4.0,-7.223,1.0,0.0428,0.0704,0.0732,0.0746,0.431,179.708
2470,32fmQsWSAaDas2MJRyMSGG,Broken Bells,"['alternative dance', 'alternative rock', 'indie rock', 'indietronica', 'la indie', 'modern rock', 'new rave', 'rock']",0.869,0.7,2.0,-4.966,1.0,0.0419,0.0571,0.414,0.0691,0.983,103.983
2471,1m2K0sPmwlktrmsqfSCsvb,Broken Bells,"['alternative dance', 'alternative rock', 'indie rock', 'indietronica', 'la indie', 'modern rock', 'new rave', 'rock']",0.585,0.425,10.0,-8.174,0.0,0.0302,0.718,0.0581,0.254,0.143,125.928
2472,4WvfcU7QCkI49HjUQckTqA,Broken Bells,"['alternative dance', 'alternative rock', 'indie rock', 'indietronica', 'la indie', 'modern rock', 'new rave', 'rock']",0.533,0.621,2.0,-4.34,1.0,0.0269,0.217,0.51,0.0885,0.274,173.486
2473,2OezgBTkkaMfwfCYCBzMip,Broken Bells,"['alternative dance', 'alternative rock', 'indie rock', 'indietronica', 'la indie', 'modern rock', 'new rave', 'rock']",0.471,0.468,5.0,-8.47,1.0,0.033,0.217,0.0768,0.108,0.224,122.808
2474,09zDgbs5NQH1kKFXHppYhr,Broken Bells,"['alternative dance', 'alternative rock', 'indie rock', 'indietronica', 'la indie', 'modern rock', 'new rave', 'rock']",0.546,0.627,6.0,-5.091,0.0,0.0276,0.123,3.68e-06,0.0923,0.41,143.996
2475,6bfhBRsQyP5bIxoInk9wx0,Broken Bells,"['alternative dance', 'alternative rock', 'indie rock', 'indietronica', 'la indie', 'modern rock', 'new rave', 'rock']",0.587,0.75,4.0,-5.629,0.0,0.0303,0.091,0.0501,0.152,0.772,146.963
2476,0u35Dpz37TY2M2j20RUdMf,Coldplay,"['permanent wave', 'pop']",0.262,0.482,5.0,-7.75,0.0,0.0294,0.0364,0.000189,0.11,0.063,170.968
2477,2nvC4i2aMo4CzRjRflysah,Coldplay,"['permanent wave', 'pop']",0.424,0.588,9.0,-5.455,1.0,0.0278,0.0553,4.95e-06,0.298,0.193,144.636
2478,4hf0hL4kWyjWztZzVsM39V,Coldplay,"['permanent wave', 'pop']",0.611,0.556,9.0,-5.761,1.0,0.0288,0.175,7.14e-05,0.0359,0.252,126.532
2479,4fP4xTSBli3tKck172LEZ4,Coldplay,"['permanent wave', 'pop']",0.453,0.571,11.0,-6.117,1.0,0.0314,0.00976,0.518,0.0846,0.189,132.787
2480,04zfFfRMXegKi4mMkGMeze,Coldplay,"['permanent wave', 'pop']",0.162,0.807,6.0,-6.277,1.0,0.0538,0.00884,0.358,0.187,0.227,161.577
2481,1ZqHjApl3pfzwjweTfMi0g,Coldplay,"['permanent wave', 'pop']",0.33,0.58,1.0,-7.875,0.0,0.0374,0.0614,0.00129,0.115,0.11,76.093
2482,2dphvmoLEXdk8hOYxmHlI3,Coldplay,"['permanent wave', 'pop']",0.378,0.663,1.0,-10.476,1.0,0.0458,0.00722,0.797,0.191,0.428,173.136
2483,0d28khcov6AiegSCpG5TuT,Gorillaz,['alternative hip hop'],0.818,0.705,6.0,-6.679,1.0,0.177,0.00836,0.00233,0.613,0.772,138.559
2484,4Hff1IjRbLGeLgFgxvHflk,Gorillaz,['alternative hip hop'],0.76,0.891,11.0,-5.852,0.0,0.0372,0.0229,0.0869,0.298,0.966,120.264
2485,0jFHMDRXxKaREor3hBEEST,SUNMI,['k-pop'],0.722,0.833,6.0,-3.915,1.0,0.094,0.0556,0.0,0.195,0.53,93.941
2486,2EK48RuuE8HHMDzD2rEDqL,SUNMI,['k-pop'],0.61,0.905,9.0,-3.686,0.0,0.0369,0.0142,0.0,0.0592,0.521,122.012
2487,4bFQ6A3GIahDgkrzqLEwIb,Février,['new french touch'],0.847,0.551,7.0,-8.949,0.0,0.0428,0.519,0.832,0.092,0.882,120.007
2488,7zOawPabNBWI4IxMOn7oJK,Ilkan Gunuc,"['turkish deep house', 'turkish edm']",0.746,0.678,0.0,-5.0,0.0,0.0269,0.0679,0.0618,0.0632,0.425,101.011
2489,1vvnYpYEMVB4aq9I6tHIEB,J. Cole,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.701,0.485,11.0,-10.305,0.0,0.364,0.367,6.31e-05,0.0852,0.496,78.863
2490,0lsRatBUs9HNIZAmoGABzk,SHAED,"['electropop', 'pop']",0.689,0.412,7.0,-7.523,0.0,0.0301,0.488,0.00016,0.0659,0.537,126.754
2491,0Z7Bwt2dXxuG8zGnDWy3KQ,Strings,"['classic pakistani pop', 'filmi', 'pakistani pop', 'pakistani rock']",0.682,0.469,10.0,-10.05,1.0,0.0398,0.00255,7.62e-05,0.093,0.457,80.96
2492,09mGFNjpjCuivm4kFlWX5o,Parra for Cuva,"['downtempo', 'electronica', 'new french touch', 'tropical house']",0.642,0.54,8.0,-8.081,0.0,0.041,0.314,0.928,0.0741,0.666,94.975
2493,25acLq1BsbkJXyRkt9lkXU,Talal Qureshi,"['pakistani indie', 'pakistani pop']",0.755,0.47,3.0,-9.102,0.0,0.0694,0.0103,0.107,0.13,0.428,139.911
2494,78anXxsiDyodBnpL7AbJE2,Will Smith introducing TRÂ-KNOX,[],0.59,0.743,5.0,-6.527,0.0,0.182,0.00667,0.0,0.333,0.744,192.125
2495,2T9GsiFBVUH1bT86rNCpbi,god,"['classic k-pop', 'k-pop boy group']",0.894,0.682,10.0,-5.895,0.0,0.0997,0.0663,9.05e-05,0.277,0.808,103.733
2496,7nemcVsXVFZF01iqpIIo2Y,AC/DC,"['australian rock', 'hard rock', 'rock']",0.456,0.863,3.0,-3.551,1.0,0.0894,0.133,0.0538,0.0553,0.532,135.962
2497,1jUA4rb6ZCv4gby4YU53xq,Jordin Sparks,"['dance pop', 'neo mellow', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",0.466,0.759,8.0,-4.978,0.0,0.199,0.0521,0.0,0.0587,0.328,160.033
2498,6vsV4D8BM6PioRr1UOx0n2,Billie Eilish,"['art pop', 'electropop', 'pop']",0.697,0.552,1.0,-10.271,0.0,0.196,0.479,0.127,0.147,0.278,75.235
2499,1RGasjWLZ4qMN7wbtkLa3u,Billie Eilish,"['art pop', 'electropop', 'pop']",0.692,0.394,11.0,-8.745,0.0,0.207,0.472,0.000191,0.117,0.324,89.936
2500,3zUsP51XQiYwZdQvtCiPXb,Nusrat Fateh Ali Khan,"['indian fusion', 'pakistani folk', 'qawwali', 'sufi', 'world']",0.722,0.186,2.0,-22.303,1.0,0.117,0.0188,0.829,0.0772,0.39,80.243
2501,38TP2hg0hFxKmpV9PxISN7,SUNMI,['k-pop'],0.709,0.646,8.0,-6.596,0.0,0.052,0.16,0.000176,0.0779,0.716,100.031
2502,4NzMOnvSJVNKF7nw5NkXIP,Billie Eilish,"['art pop', 'electropop', 'pop']",0.905,0.389,8.0,-14.505,1.0,0.332,0.74,0.162,0.106,0.196,120.046
2503,1ni8ZTAY1GHXEFOGHl7fdg,Billie Eilish,"['art pop', 'electropop', 'pop']",0.695,0.573,4.0,-8.597,0.0,0.106,0.46,0.0734,0.482,0.408,99.939
2504,5VWVVSABdgccboSdrKGiZH,The Glitch Mob,"['edm', 'electro house', 'glitch', 'glitch hop', 'indietronica']",0.598,0.67,1.0,-9.205,0.0,0.095,0.383,0.805,0.0781,0.189,104.964
2505,11ST7a8iwPZZSRz4g0PgnP,Michael Kiwanuka,"['british soul', 'neo soul', 'psychedelic soul', 'soul']",0.492,0.768,7.0,-4.231,0.0,0.0395,0.182,4.37e-05,0.0915,0.399,81.997
2506,4MR9iW77LJoPPDjwAYbIZZ,Chris Cornell,"['alternative metal', 'alternative rock', 'grunge', 'rock']",0.368,0.864,11.0,-3.335,0.0,0.0393,0.0197,0.0,0.234,0.374,137.526
2507,6tN0t7Y1bFI1ZU98Ou8Z3i,The Ting Tings,"['alternative dance', 'dance pop', 'dance-punk', 'electropop', 'new rave']",0.852,0.927,7.0,-4.497,1.0,0.0581,0.0109,0.00268,0.054,0.887,107.993
2508,2ekn2ttSfGqwhhate0LSR0,Dua Lipa,"['dance pop', 'pop', 'uk pop']",0.762,0.7,9.0,-6.021,0.0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073
2509,33mgh5V3qu50nnJAXQqfau,Jack Johnson,['neo mellow'],0.704,0.342,0.0,-14.267,1.0,0.0381,0.407,0.0115,0.0953,0.373,94.511
2510,2sb6d2MgznBOCAKR3rlzjN,Jack Johnson,['neo mellow'],0.605,0.453,2.0,-8.895,1.0,0.0334,0.576,0.015,0.108,0.334,125.153
2511,20Uubg38Mrri5rcoWamTou,Ouska,[],0.704,0.443,6.0,-8.739,0.0,0.0377,0.919,0.93,0.102,0.227,81.564
2512,6XRgC4KAp4upKu0v7H4tQo,The Black Keys,"['alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock', 'roots rock']",0.606,0.679,2.0,-7.445,1.0,0.0321,0.015,0.000427,0.234,0.705,122.012
2513,7cWnks0lsRtpAi87COOiXK,Salim–Sulaiman,"['desi pop', 'filmi', 'indian folk', 'modern bollywood']",0.586,0.532,11.0,-8.837,0.0,0.0328,0.779,0.000565,0.124,0.494,99.994
2514,7KMm1zF2QOTSw2t01IAFif,Nujabes,"['chillhop', 'downtempo', 'japanese chillhop', 'japanese old school hip hop', 'jazz rap']",0.681,0.676,2.0,-11.41,1.0,0.037,0.729,0.924,0.1,0.452,94.985
2515,1jDJFeK9x3OZboIAHsY9k2,Elton John,"['glam rock', 'mellow gold', 'piano rock']",0.504,0.904,6.0,-6.863,1.0,0.179,0.356,0.121,0.14,0.772,176.808
2516,0JL9TZip7mL7iwC5EOkALS,Nujabes,"['chillhop', 'downtempo', 'japanese chillhop', 'japanese old school hip hop', 'jazz rap']",0.499,0.874,0.0,-4.586,1.0,0.097,0.611,0.000639,0.0703,0.861,97.317
2517,19Shlms2uTnOjIUg50TXzd,Fleetwood Mac,"['album rock', 'classic rock', 'rock', 'soft rock', 'yacht rock']",0.654,0.336,6.0,-12.825,1.0,0.0379,0.858,0.385,0.0786,0.947,176.083
2518,0ZUo4YjG4saFnEJhdWp9Bt,Carrie Underwood,"['contemporary country', 'country', 'country dawn', 'oklahoma country', 'pop']",0.519,0.749,6.0,-3.318,0.0,0.0405,0.271,0.0,0.119,0.29,147.905
2519,2LD2gT7gwAurzdQDQtILds,Daft Punk,"['electro', 'filter house']",0.605,0.687,9.0,-13.928,0.0,0.045,0.479,0.949,0.104,0.12,106.896
2520,0q788echtkCMpQoQes4P6b,BROCKHAMPTON,"['boy band', 'hip hop', 'rap']",0.612,0.858,0.0,-5.359,0.0,0.364,0.442,0.0,0.205,0.869,80.352
2521,1cgBWgoL6520lR2QZDzdGN,TAEMIN,['k-pop'],0.697,0.713,8.0,-5.273,0.0,0.115,0.0153,0.0,0.0857,0.667,99.964
2522,5CEVXErMGowW8VgDwJdGUh,SUNMI,['k-pop'],0.597,0.324,7.0,-8.954,1.0,0.0401,0.325,0.144,0.0936,0.491,133.941
2523,7AalBKBoLDR4UmRYRJpdbj,Pink Floyd,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",0.381,0.341,7.0,-15.719,1.0,0.0414,0.161,0.0403,0.448,0.178,143.756
2524,2Fxmhks0bxGSBdJ92vM42m,Billie Eilish,"['art pop', 'electropop', 'pop']",0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128
2525,3KkXRkHbMCARz0aVfEt68P,Post Malone,"['dfw rap', 'melodic rap', 'rap']",0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.913,89.911
2526,5HMz7d5bnB2EuamjX45R0Q,Wilco,"['alternative country', 'alternative rock', 'chicago indie', 'indie pop', 'indie rock', 'pop rock', 'roots rock']",0.535,0.193,2.0,-14.547,1.0,0.0264,0.405,0.33,0.0834,0.151,101.306
2527,4rr0gWiMrF4sOIefs3IEvZ,Elvis Presley,"['rock-and-roll', 'rockabilly']",0.597,0.97,4.0,-5.972,0.0,0.0502,0.000385,0.205,0.133,0.717,114.999
2528,04YObtYkElo3sNcr9hUe1w,Marsheaux,"['futurepop', 'neo-synthpop', 'synthpop']",0.612,0.562,0.0,-10.232,1.0,0.0637,0.105,0.3,0.0588,0.576,87.993
2529,0pUVeEgZuNyFzIMKp67RbS,Billy Idol,"['album rock', 'classic rock', 'dance rock', 'hard rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",0.391,0.815,9.0,-6.197,1.0,0.0518,0.0177,0.00226,0.276,0.647,84.383
2530,2IquUTJBiHXcedbNgUO6SL,Radical Face,"['indie folk', 'jacksonville indie', 'stomp and holler']",0.67,0.624,8.0,-9.041,1.0,0.0349,0.0151,0.483,0.112,0.759,123.038
2531,0XhnQZjmW4Io5kxRwycb8a,A.A. Bondy,"['indie folk', 'stomp and holler']",0.748,0.414,4.0,-7.868,1.0,0.0384,0.00453,0.0307,0.216,0.688,117.272
2532,3O8X1DE9btbzy4UH9cSX9a,Tame Impala,"['australian psych', 'neo-psychedelic']",0.598,0.71,0.0,-6.839,0.0,0.0272,0.0476,1.77e-05,0.1,0.726,97.976
2533,59mFG1vzIsqP1u4elawUgX,Foals,"['alternative dance', 'indie rock', 'modern rock', 'new rave', 'oxford indie', 'rock']",0.555,0.797,11.0,-6.928,0.0,0.0537,0.000573,0.758,0.111,0.496,124.945
2534,2Th9BGKvfZG8bKQSACitwG,Louis The Child,"['edm', 'electro house', 'electronic trap', 'electropop', 'indie poptimism', 'pop', 'pop dance', 'tropical house', 'vapor twitch']",0.837,0.492,0.0,-7.792,1.0,0.354,0.371,0.0401,0.102,0.417,85.951
2535,0cLS7FslBJgsuWwJNRnPWB,Lana Del Rey,"['art pop', 'pop']",0.621,0.692,7.0,-5.837,0.0,0.0435,0.336,0.000458,0.0877,0.446,144.968
2536,6u7jPi22kF8CTQ3rb9DHE7,Lil Nas X,"['lgbtq+ hip hop', 'pop']",0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041
2537,2avbiIvOsH4uTFMTjC6NUh,The White Stripes,"['alternative rock', 'blues rock', 'detroit rock', 'garage rock', 'modern blues rock', 'modern rock', 'permanent wave', 'punk blues', 'rock']",0.447,0.422,6.0,-10.613,1.0,0.0344,0.873,1.44e-05,0.0676,0.375,88.411
2538,4mmkhcEm1Ljy1U9nwtsxUo,Kanye West,"['chicago rap', 'rap']",0.571,0.739,7.0,-6.11,1.0,0.247,0.00865,5.21e-06,0.158,0.66,83.089
2539,5lWRaa0fBxDE5yU91npPq7,No Doubt,"['alternative rock', 'dance pop', 'dance rock', 'permanent wave', 'pop rock']",0.638,0.906,2.0,-4.824,1.0,0.0504,0.0662,6.88e-05,0.142,0.767,107.991
2540,2fOxxLz9JVe53itq6pfBak,No Doubt,"['alternative rock', 'dance pop', 'dance rock', 'permanent wave', 'pop rock']",0.606,0.75,8.0,-4.535,0.0,0.0306,0.00264,0.000788,0.321,0.771,126.316
2541,6ocbgoVGwYJhOv1GgI9NsF,Ariana Grande,"['dance pop', 'pop']",0.778,0.317,1.0,-10.732,0.0,0.334,0.592,0.0,0.0881,0.327,140.048
2542,2Y2q7PkD7lvuWr8YaZfWuv,Gwen Stefani,"['dance pop', 'pop']",0.856,0.754,7.0,-2.728,0.0,0.0416,0.0294,1.49e-05,0.206,0.722,98.018
2543,4sK96UnGx3NjBaqvfTG2dm,Alex Clare,['modern alternative rock'],0.584,0.712,11.0,-4.311,0.0,0.0395,0.0112,1.05e-06,0.114,0.286,126.043
2544,1RwDsaft1szD0FO3DVEtaT,Queens of the Stone Age,"['alternative metal', 'alternative rock', 'blues rock', 'modern rock', 'nu metal', 'palm desert scene', 'rock', 'stoner metal', 'stoner rock']",0.544,0.791,1.0,-4.788,1.0,0.0353,0.0756,0.00951,0.719,0.418,110.754
2545,1wsnCfewxZlCs7cJxkaMZM,Queens of the Stone Age,"['alternative metal', 'alternative rock', 'blues rock', 'modern rock', 'nu metal', 'palm desert scene', 'rock', 'stoner metal', 'stoner rock']",0.474,0.843,0.0,-5.909,1.0,0.272,0.0102,0.104,0.362,0.433,97.691
2546,1AYgCKvnLnILwyCG68qNAV,Cherry Glazerr,"['bubblegrunge', 'indie punk', 'indie surf', 'la indie']",0.352,0.847,0.0,-2.537,1.0,0.0501,0.00957,0.197,0.293,0.219,178.07
2547,52jrkbPtSa6PytFF3cG70Y,BETWEEN FRIENDS,"['indie pop', 'la pop']",0.273,0.565,2.0,-7.283,1.0,0.248,0.516,1.68e-06,0.0855,0.298,179.518
2548,2l6S3j7imJtQ2N2nt1YHYE,Natalie Prass,['rva indie'],0.772,0.83,5.0,-4.209,0.0,0.0543,0.0239,0.0394,0.197,0.893,93.049
2549,4b0ROkwxdzcdiobHQgakTO,The Rebel Set,['phoenix indie'],0.623,0.885,1.0,-6.557,0.0,0.0354,0.01,0.00102,0.155,0.965,113.599
2550,0eyr0n26E7Hlb9sLPlOoJQ,Young Fathers,"['abstract hip hop', 'art pop', 'chamber psych', 'crank wave', 'escape room', 'indie rock', 'modern rock', 'scottish hip hop']",0.631,0.977,5.0,-6.02,0.0,0.277,0.18,0.000743,0.0971,0.389,164.126
2551,6GzMz3s0K1YKwRVI36CgRx,Franz Liszt,"['classical', 'late romantic era']",0.343,0.0342,8.0,-25.591,1.0,0.0406,0.991,0.92,0.1,0.0378,60.228
2552,6nddAZdwg0qKNTce8WzzgQ,Brandi Carlile,"['folk', 'modern folk rock', 'neo mellow', 'new americana']",0.707,0.288,8.0,-11.985,1.0,0.0309,0.949,0.167,0.142,0.449,142.024
2553,5U32FhFvMdobiID3VtSMJv,Apashe,['bass trap'],0.737,0.819,7.0,-5.841,1.0,0.0878,0.0149,0.435,0.0704,0.5,100.025
2554,1SdFBc40uBU5Pqylo05VIC,A.R. Rahman,"['filmi', 'modern bollywood']",0.848,0.925,7.0,-6.161,1.0,0.0767,0.054,0.104,0.209,0.69,105.006
2555,2cZ2Q33G9mkS8fIVKM591T,A.R. Rahman,"['filmi', 'modern bollywood']",0.845,0.686,7.0,-6.728,1.0,0.0781,0.00131,5.35e-05,0.129,0.874,146.954
2556,6sXzqMagXtWvSOI9nNc4UD,A.R. Rahman,"['filmi', 'modern bollywood']",0.789,0.707,7.0,-7.973,1.0,0.109,0.0237,0.0,0.177,0.605,97.015
2557,500H9ENeR5AYbKU1ScK6ME,A.R. Rahman,"['filmi', 'modern bollywood']",0.601,0.441,4.0,-8.946,1.0,0.0285,0.645,1.08e-06,0.0986,0.202,103.862
2558,3vqJY3pVELLIxqXXyI08yr,A.R. Rahman,"['filmi', 'modern bollywood']",0.675,0.582,9.0,-8.891,1.0,0.0277,0.661,5.56e-06,0.0854,0.538,120.991
2559,3Oi2RWgh42d6luEOny728L,Cienfue,"['panamanian indie', 'panamanian pop', 'panamanian rock']",0.685,0.788,4.0,-6.085,0.0,0.0601,0.365,0.0413,0.132,0.667,102.964
2560,0xEHjdXNzYtLyO5VnZw77b,Bearson,['norwegian pop'],0.845,0.596,4.0,-4.932,0.0,0.0438,0.645,0.00492,0.115,0.387,95.011
2561,6At8zwn6DPTH1cqpVgQBUx,Silversun Pickups,"['alternative rock', 'indie rock', 'la indie', 'modern rock', 'rock']",0.55,0.891,9.0,-5.144,0.0,0.082,0.000301,0.213,0.37,0.537,169.968
2562,1nT1WwzjraW3Iu8Pa8wXEi,The Smashing Pumpkins,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'pop rock', 'rock', 'spacegrunge']",0.31,0.499,9.0,-7.992,1.0,0.0374,0.000388,0.665,0.25,0.197,145.575
2563,0sSNa2XDu7dxbnjK0lKnDH,The Internet,"['alternative r&b', 'hip hop', 'indie soul', 'lgbtq+ hip hop', 'neo soul', 'r&b', 'rap']",0.817,0.435,9.0,-5.784,0.0,0.057,0.322,0.00537,0.109,0.53,94.015
2564,5GjisoOfsN8qagrax01T4y,The Internet,"['alternative r&b', 'hip hop', 'indie soul', 'lgbtq+ hip hop', 'neo soul', 'r&b', 'rap']",0.875,0.41,7.0,-6.29,0.0,0.0571,0.0674,0.0374,0.106,0.445,87.999
2565,1JP2mMwQF6uYmGN4k6ggRf,Cherry Glazerr,"['bubblegrunge', 'indie punk', 'indie surf', 'la indie']",0.47,0.695,9.0,-3.83,0.0,0.0359,0.0341,0.0,0.19,0.696,173.941
2566,5aYBaKTkyr9mVe0DBZCL72,HÆLOS,"['alternative dance', 'electronica', 'vapor soul']",0.544,0.757,8.0,-8.234,1.0,0.037,0.0609,0.396,0.403,0.393,140.047
2567,2QiqwOVUctPRVggO9G1Zs5,Rage Against The Machine,"['alternative metal', 'alternative rock', 'conscious hip hop', 'funk metal', 'nu metal', 'political hip hop', 'rap metal', 'rap rock', 'rock']",0.411,0.893,7.0,-3.646,1.0,0.139,0.00563,0.00967,0.149,0.513,170.407
2568,0jIfGyFT3toqHHWND8NkCp,Naked Giants,"['indie garage rock', 'seattle indie']",0.304,0.934,11.0,-6.821,0.0,0.112,0.000521,0.61,0.159,0.376,107.455
2569,0tZ3mElWcr74OOhKEiNz1x,Rage Against The Machine,"['alternative metal', 'alternative rock', 'conscious hip hop', 'funk metal', 'nu metal', 'political hip hop', 'rap metal', 'rap rock', 'rock']",0.412,0.919,5.0,-7.291,1.0,0.184,0.0124,0.0601,0.424,0.572,166.367
2570,30VrQHlWrHCqVPR4oqGfKR,BETWEEN FRIENDS,"['indie pop', 'la pop']",0.659,0.621,10.0,-6.15,1.0,0.321,0.172,0.0,0.159,0.572,102.065
2571,3duOc7QkdWBNAFX2fNige4,CHAI,['japanese alternative rock'],0.531,0.945,5.0,-3.136,0.0,0.208,0.0337,0.0,0.303,0.567,119.06
2572,3gDW8sxarh7MVfw2tK6g3m,CHAI,['japanese alternative rock'],0.559,0.875,11.0,-2.761,1.0,0.0389,0.036,4.86e-05,0.355,0.515,131.082
2573,4eaNzyrU9FUPTu3O2PYaoi,CHAI,['japanese alternative rock'],0.372,0.833,1.0,-3.674,1.0,0.0605,0.0568,3.58e-06,0.246,0.436,101.984
2574,6IwalfJZt75zzF3ECETTCR,Girlpool,"['anti-folk', 'bubblegrunge', 'indie pop', 'indie punk', 'indie rock']",0.57,0.431,2.0,-11.041,1.0,0.0247,0.567,0.714,0.0978,0.107,142.004
2575,0hCShuMaC3qpZp7RJ5VlgX,Girlpool,"['anti-folk', 'bubblegrunge', 'indie pop', 'indie punk', 'indie rock']",0.326,0.548,4.0,-9.372,0.0,0.0984,0.447,0.777,0.0802,0.235,168.056
2576,6QD5LzXLq3GFPRM4uDXogK,Enjoy,"['indie garage rock', 'oc indie']",0.657,0.941,7.0,-4.106,1.0,0.346,0.487,0.00276,0.0216,0.812,169.978
2577,55JWqGds4ReJdiUxzmoJvz,Enjoy,"['indie garage rock', 'oc indie']",0.655,0.932,9.0,-7.956,0.0,0.0927,0.213,0.74,0.115,0.463,140.107
2578,3onhZHz1h9mB7zrJOodDY6,BETWEEN FRIENDS,"['indie pop', 'la pop']",0.617,0.685,2.0,-7.687,1.0,0.063,0.0184,0.0,0.0848,0.508,87.969
2579,5FhMXgnvmwpDo7lCXSfOJ8,Metric,"['canadian indie', 'canadian rock', 'electropop', 'indie rock', 'metropopolis', 'modern rock', 'neo-synthpop']",0.396,0.771,6.0,-5.595,1.0,0.0362,4.65e-05,0.66,0.258,0.111,116.036
2580,0FA4jFJtuQjPyZWiMOpCKG,Metric,"['canadian indie', 'canadian rock', 'electropop', 'indie rock', 'metropopolis', 'modern rock', 'neo-synthpop']",0.554,0.726,0.0,-5.454,1.0,0.0311,0.0019,8.15e-05,0.134,0.38,119.968
2581,6Xlqe68uqG50X6kWYCQked,Nicholas Britell,"['orchestral soundtrack', 'soundtrack']",0.366,0.471,8.0,-6.369,1.0,0.0363,0.000226,0.868,0.0673,0.037,140.152
2582,300DUx4tdtCdGEUXR032jA,The Internet,"['alternative r&b', 'hip hop', 'indie soul', 'lgbtq+ hip hop', 'neo soul', 'r&b', 'rap']",0.447,0.625,10.0,-8.212,0.0,0.323,0.0351,0.000727,0.243,0.261,67.104
2583,5BRBuj8WoTqSqCvIfEkzYx,CLUBZ,"['latin rock', 'mexican indie', 'mexican rock', 'pop electronico']",0.634,0.697,0.0,-6.742,1.0,0.0555,0.14,0.165,0.0841,0.527,121.027
2584,1ZqeykOaDmjkldzs7XGR4b,Disclosure,"['edm', 'house', 'pop', 'uk dance']",0.679,0.735,2.0,-6.218,0.0,0.136,0.23,0.602,0.148,0.603,107.998
2585,6sWd8ZAH5bWWyjwb7ZV2Zb,SUNMI,['k-pop'],0.699,0.806,11.0,-4.818,0.0,0.0494,0.00133,0.0,0.0579,0.615,110.014
2586,7MtVPRGtZl6rPjMfLoI3Lh,Lana Del Rey,"['art pop', 'pop']",0.534,0.452,9.0,-10.732,0.0,0.0359,0.895,0.00165,0.125,0.175,129.974
2587,6v3KW9xbzN5yKLt9YKDYA2,Shawn Mendes,"['canadian pop', 'dance pop', 'pop', 'viral pop']",0.759,0.548,9.0,-6.049,0.0,0.029,0.0392,0.0,0.0828,0.749,116.967
2588,6IJmRILFspEP80BmmfAv2m,K.Maro,['chanson humoristique'],0.751,0.746,3.0,-4.777,0.0,0.0413,0.0461,0.227,0.111,0.734,117.01
2589,1RKZvaLj3UPhGjZkaIrFm7,Major Lazer,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",0.795,0.885,8.0,-4.13,1.0,0.0713,0.0375,0.00638,0.292,0.46,126.037
2590,2RM11uElCksFYP5P6EArNC,Trent Reznor and Atticus Ross,['soundtrack'],0.496,0.755,10.0,-9.119,1.0,0.0439,0.524,0.957,0.245,0.249,166.003
2591,3MAx2p5NUzBq0CVUR66Uut,K.Maro,['chanson humoristique'],0.693,0.555,6.0,-5.937,0.0,0.219,0.268,1e-06,0.106,0.734,173.923
2592,1tT4kRuOUzL4N3aOBkbyeR,K.Maro,['chanson humoristique'],0.794,0.716,9.0,-4.306,1.0,0.0346,0.301,0.000831,0.128,0.865,115.016
2593,2EM9zpAc7PVeoAydmbfVIL,Juanes,"['colombian pop', 'latin pop', 'mexican pop', 'rock en espanol', 'tropical']",0.751,0.731,6.0,-4.419,0.0,0.0308,0.0838,0.0,0.0556,0.973,97.007
2594,3d9DChrdc6BOeFsbrZ3Is0,Red Hot Chili Peppers,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave']",0.559,0.345,4.0,-13.496,1.0,0.0459,0.0576,0.000105,0.141,0.458,84.581
2595,10Nmj3JCNoMeBQ87uw5j8k,Red Hot Chili Peppers,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave']",0.556,0.913,0.0,-2.36,1.0,0.0437,0.0193,8.59e-06,0.346,0.73,96.184
2596,1f2V8U1BiWaC9aJWmpOARe,Red Hot Chili Peppers,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave']",0.451,0.97,0.0,-4.938,1.0,0.107,0.0264,0.00355,0.102,0.198,122.444
2597,0itNMuBHye9fu392b4e9oa,Red Hot Chili Peppers,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave']",0.695,0.993,0.0,-3.114,1.0,0.0612,0.00177,0.00246,0.0814,0.281,107.951
2598,50w5mfnGoJMFQwlf3yq98v,Black Eyed Peas,"['dance pop', 'pop', 'pop rap']",0.552,0.842,7.0,-4.728,1.0,0.331,0.41,0.0,0.115,0.259,104.994
